votes_photo1,votes_photo2,rang_photo1,rang_photo2,ratio_photo1,ratio_photo2,votes_ratio,rang_diff,ratio_diff,votes_diff,target,nom_profil,nom_challenge
2649,4322,1381,87,1.51,1.43,0.6129106894956039,1294,0.08000000000000007,-1673,1,caloune,Photo of the Week!
3988,4631,297,28,1.33,1.33,0.8611530986827899,269,0.0,-643,1,caloune,Photo of the Week!
3300,3366,880,823,1.56,1.33,0.9803921568627451,57,0.22999999999999998,-66,0,caloune,Photo of the Week!
3873,2221,388,1669,1.33,1.78,1.7438090950022513,-1281,-0.44999999999999996,1652,1,caloune,Photo of the Week!
3766,3333,483,855,1.13,1.5,1.12991299129913,-372,-0.3700000000000001,433,1,caloune,Photo of the Week!
4465,3333,46,855,1.33,1.5,1.3396339633963397,-809,-0.16999999999999993,1132,1,caloune,Photo of the Week!
0,732,999,589,0.0,1.5,0.0,410,-1.5,-732,0,caloune,Screen Stars - Blossom Shine
682,680,639,640,1.33,1.33,1.0029411764705882,-1,0.0,2,1,caloune,Screen Stars - Blossom Shine
1431,641,6,677,1.33,1.55,2.232449297971919,-671,-0.21999999999999997,790,1,caloune,Screen Stars - Blossom Shine
0,973,999,350,0.0,1.33,0.0,649,-1.33,-973,1,caloune,Screen Stars - Blossom Shine
665,538,654,779,1.5,1.5,1.2360594795539033,-125,0.0,127,1,caloune,Screen Stars - Blossom Shine
0,626,999,692,0.0,1.33,0.0,307,-1.33,-626,1,caloune,Screen Stars - Blossom Shine
1034,572,289,745,1.31,1.5,1.8076923076923077,-456,-0.18999999999999995,462,0,caloune,Screen Stars - Blossom Shine
0,589,999,728,0.0,1.5,0.0,271,-1.5,-589,0,caloune,Screen Stars - Blossom Shine
0,1168,999,157,0.0,1.06,0.0,842,-1.06,-1168,0,caloune,Screen Stars - Blossom Shine
529,0,788,999,0.75,0.0,529.0,-211,0.75,529,1,caloune,Screen Stars - Blossom Shine
0,1259,999,111,0.0,1.5,0.0,888,-1.5,-1259,0,caloune,Have A Seat
423,1065,818,294,1.5,1.33,0.3971830985915493,524,0.16999999999999993,-642,1,caloune,Have A Seat
1266,562,105,677,1.5,0.66,2.2526690391459074,-572,0.84,704,1,caloune,Have A Seat
1388,1128,33,231,1.5,1.33,1.2304964539007093,-198,0.16999999999999993,260,1,caloune,Have A Seat
1032,354,325,887,1.5,1.33,2.9152542372881354,-562,0.16999999999999993,678,1,caloune,Have A Seat
1248,509,121,731,1.5,1.51,2.4518664047151275,-610,-0.010000000000000009,739,1,caloune,Have A Seat
1136,1065,223,294,1.37,1.57,1.0666666666666667,-71,-0.19999999999999996,71,0,caloune,Have A Seat
300,0,692,999,1.5,0.0,300.0,-307,1.5,300,1,caloune,Let’s Have Fun!
1047,1015,100,129,1.5,1.54,1.0315270935960592,-29,-0.040000000000000036,32,1,caloune,Let’s Have Fun!
427,1180,568,24,1.41,1.5,0.36186440677966103,544,-0.09000000000000008,-753,0,caloune,Let’s Have Fun!
744,731,376,387,1.51,1.0,1.0177838577291383,-11,0.51,13,0,caloune,Let’s Have Fun!
337,366,654,625,1.5,1.4,0.9207650273224044,29,0.10000000000000009,-29,0,caloune,Let’s Have Fun!
1008,276,134,716,1.0,1.5,3.652173913043478,-582,-0.5,732,0,caloune,Let’s Have Fun!
1238,402,12,589,1.5,1.51,3.0796019900497513,-577,-0.010000000000000009,836,1,caloune,Let’s Have Fun!
856,296,274,696,1.5,1.5,2.891891891891892,-422,0.0,560,1,caloune,Let’s Have Fun!
563,0,542,999,1.5,0.0,563.0,-457,1.5,563,1,caloune,No Face Self-Portrait
875,1255,340,45,1.5,1.33,0.6972111553784861,295,0.16999999999999993,-380,0,caloune,No Face Self-Portrait
379,1522,691,2,1.59,1.33,0.2490144546649146,689,0.26,-1143,1,caloune,No Face Self-Portrait
1202,1362,74,11,1.33,1.45,0.882525697503671,63,-0.11999999999999988,-160,1,caloune,No Face Self-Portrait
1019,362,215,708,1.33,1.59,2.814917127071823,-493,-0.26,657,0,caloune,No Face Self-Portrait
1229,1313,62,20,1.33,1.39,0.9360243716679361,42,-0.05999999999999983,-84,0,caloune,No Face Self-Portrait
1111,251,134,819,1.1,1.5,4.426294820717131,-685,-0.3999999999999999,860,1,caloune,No Face Self-Portrait
0,1114,999,93,0.0,1.5,0.0,906,-1.5,-1114,0,caloune,Rare Or Commonplace
988,310,192,709,1.5,2.0,3.1870967741935483,-517,-0.5,678,0,caloune,Rare Or Commonplace
498,1359,552,10,1.52,1.5,0.36644591611479027,542,0.020000000000000018,-861,0,caloune,Rare Or Commonplace
306,302,713,717,1.33,1.5,1.0132450331125828,-4,-0.16999999999999993,4,1,caloune,Rare Or Commonplace
301,410,718,610,1.02,1.5,0.7341463414634146,108,-0.48,-109,1,caloune,Rare Or Commonplace
1076,357,122,662,1.33,1.6,3.0140056022408963,-540,-0.27,719,1,caloune,Rare Or Commonplace
346,354,673,665,1.5,1.33,0.9774011299435028,8,0.16999999999999993,-8,1,caloune,Rare Or Commonplace
297,930,722,245,1.49,1.06,0.3193548387096774,477,0.42999999999999994,-633,0,caloune,Rare Or Commonplace
453,0,781,999,1.5,0.0,453.0,-218,1.5,453,1,caloune,Mysterious Mysteries
353,1346,881,47,1.5,1.5,0.262258543833581,834,0.0,-993,0,caloune,Mysterious Mysteries
495,526,741,714,1.5,1.33,0.94106463878327,27,0.16999999999999993,-31,1,caloune,Mysterious Mysteries
1224,981,139,363,1.55,1.5,1.2477064220183487,-224,0.050000000000000044,243,0,caloune,Mysterious Mysteries
342,951,892,393,1.5,1.5,0.35962145110410093,499,0.0,-609,1,caloune,Mysterious Mysteries
465,1365,770,36,1.5,1.33,0.34065934065934067,734,0.16999999999999993,-900,1,caloune,Mysterious Mysteries
1281,1105,90,242,1.33,1.39,1.1592760180995476,-152,-0.05999999999999983,176,0,caloune,Mysterious Mysteries
1150,0,203,999,1.5,0.0,1150.0,-796,1.5,1150,1,caloune,Mysterious Mysteries
930,302,412,931,1.5,1.5,3.0794701986754967,-519,0.0,628,1,caloune,Mysterious Mysteries
1121,158,647,1454,1.33,0.75,7.094936708860759,-807,0.5800000000000001,963,1,caloune,Fanciful Sunflowers
1167,1217,604,556,1.5,2.34,0.9589153656532456,48,-0.8399999999999999,-50,0,caloune,Fanciful Sunflowers
740,804,1010,949,1.5,1.5,0.9203980099502488,61,0.0,-64,0,caloune,Fanciful Sunflowers
739,1707,1011,124,0.86,1.5,0.43292325717633273,887,-0.64,-968,1,caloune,Fanciful Sunflowers
980,985,779,774,1.5,1.5,0.9949238578680203,5,0.0,-5,0,caloune,Fanciful Sunflowers
1100,1800,665,75,0.85,1.5,0.6111111111111112,590,-0.65,-700,1,caloune,Fanciful Sunflowers
965,1060,794,703,1.33,1.51,0.910377358490566,91,-0.17999999999999994,-95,0,caloune,Fanciful Sunflowers
1027,1705,735,126,0.75,1.0,0.6023460410557184,609,-0.25,-678,0,caloune,Fanciful Sunflowers
1269,1573,509,225,1.5,1.33,0.806738715829625,284,0.16999999999999993,-304,0,caloune,Fanciful Sunflowers
968,1269,791,509,1.5,1.5,0.7628053585500394,282,0.0,-301,1,caloune,Fanciful Sunflowers
338,0,664,999,1.5,0.0,338.0,-335,1.5,338,1,caloune,Guru’s Pick Rush - 10 Hours
289,410,713,593,1.5,1.5,0.7048780487804878,120,0.0,-121,1,caloune,Guru’s Pick Rush - 10 Hours
409,277,594,725,1.33,1.5,1.476534296028881,-131,-0.16999999999999993,132,1,caloune,Guru’s Pick Rush - 10 Hours
1023,295,93,707,0.89,1.5,3.4677966101694917,-614,-0.61,728,0,caloune,Guru’s Pick Rush - 10 Hours
382,258,618,743,1.2,1.31,1.4806201550387597,-125,-0.1100000000000001,124,0,caloune,Guru’s Pick Rush - 10 Hours
1090,942,42,166,1.5,1.45,1.157112526539278,-124,0.050000000000000044,148,1,caloune,Guru’s Pick Rush - 10 Hours
0,928,999,372,0.0,1.5,0.0,627,-1.5,-928,0,caloune,House & Wild Cats
484,1028,723,277,1.4,1.33,0.4708171206225681,446,0.06999999999999984,-544,0,caloune,House & Wild Cats
1116,458,191,749,1.5,1.21,2.4366812227074237,-558,0.29000000000000004,658,0,caloune,House & Wild Cats
1113,1153,194,158,0.56,1.5,0.9653078924544666,36,-0.94,-40,0,caloune,House & Wild Cats
397,341,811,868,1.33,1.45,1.1642228739002933,-57,-0.11999999999999988,56,1,caloune,House & Wild Cats
954,1337,348,23,1.5,1.33,0.7135377711293942,325,0.16999999999999993,-383,1,caloune,House & Wild Cats
511,538,698,676,1.53,1.53,0.949814126394052,22,0.0,-27,1,caloune,House & Wild Cats
541,325,673,884,1.33,1.33,1.6646153846153846,-211,0.0,216,1,caloune,House & Wild Cats
969,415,85,346,1.35,1.5,2.3349397590361445,-261,-0.1499999999999999,554,0,caloune,Negative Space
247,265,480,462,1.5,1.33,0.9320754716981132,18,0.16999999999999993,-18,0,caloune,Negative Space
276,262,451,465,1.33,1.33,1.0534351145038168,-14,0.0,14,0,caloune,Negative Space
306,236,422,492,1.38,1.0,1.2966101694915255,-70,0.3799999999999999,70,1,caloune,Negative Space
243,246,484,481,1.49,1.78,0.9878048780487805,3,-0.29000000000000004,-3,1,caloune,Negative Space
236,241,491,486,1.33,1.5,0.979253112033195,5,-0.16999999999999993,-5,0,caloune,Negative Space
231,151,497,576,1.33,1.5,1.5298013245033113,-79,-0.16999999999999993,80,1,caloune,Negative Space
0,457,999,772,0.0,1.5,0.0,227,-1.5,-457,0,caloune,Peaceful & Still
382,1165,847,181,1.5,1.33,0.3278969957081545,666,0.16999999999999993,-783,0,caloune,Peaceful & Still
1190,1026,159,313,1.45,1.33,1.1598440545808968,-154,0.11999999999999988,164,1,caloune,Peaceful & Still
1026,1289,313,85,1.5,1.33,0.7959658650116369,228,0.16999999999999993,-263,1,caloune,Peaceful & Still
1185,515,164,715,1.5,1.23,2.3009708737864076,-551,0.27,670,0,caloune,Peaceful & Still
1270,1428,97,19,1.33,1.37,0.8893557422969187,78,-0.040000000000000036,-158,0,caloune,Peaceful & Still
1190,1434,159,18,1.5,1.5,0.8298465829846583,141,0.0,-244,1,caloune,Peaceful & Still
450,0,779,999,1.5,0.0,450.0,-220,1.5,450,1,caloune,Peaceful & Still
343,538,886,700,1.5,1.32,0.637546468401487,186,0.17999999999999994,-195,0,caloune,Peaceful & Still
661,1172,1465,997,1.5,1.5,0.5639931740614335,468,0.0,-511,0,caloune,Photos From A Studio
1943,1370,278,815,1.5,1.43,1.4182481751824818,-537,0.07000000000000006,573,1,caloune,Photos From A Studio
2137,2016,133,215,1.5,1.5,1.0600198412698412,-82,0.0,121,1,caloune,Photos From A Studio
1702,2313,503,49,1.33,1.42,0.7358408992650238,454,-0.08999999999999986,-611,1,caloune,Photos From A Studio
1245,2412,929,22,1.5,1.5,0.5161691542288557,907,0.0,-1167,0,caloune,Photos From A Studio
2505,1536,8,660,1.3,1.33,1.630859375,-652,-0.030000000000000027,969,1,caloune,Photos From A Studio
2001,1728,227,479,1.5,1.51,1.1579861111111112,-252,-0.010000000000000009,273,0,caloune,Photos From A Studio
1747,2395,462,28,1.06,1.4,0.7294363256784969,434,-0.33999999999999986,-648,0,caloune,Photos From A Studio
1056,0,745,999,1.36,0.0,1056.0,-254,1.36,1056,1,caloune,Facebook Limelight
953,0,848,999,1.41,0.0,953.0,-151,1.41,953,0,caloune,Facebook Limelight
1047,1828,754,46,1.33,1.33,0.5727571115973742,708,0.0,-781,0,caloune,Facebook Limelight
1751,1126,93,674,1.33,1.5,1.5550621669626998,-581,-0.16999999999999993,625,1,caloune,Facebook Limelight
1811,1674,57,150,1.5,1.37,1.0818399044205496,-93,0.1299999999999999,137,1,caloune,Facebook Limelight
0,1041,999,760,0.0,1.5,0.0,239,-1.5,-1041,1,caloune,Facebook Limelight
1587,1153,219,647,1.56,1.5,1.3764093668690374,-428,0.06000000000000005,434,1,caloune,Facebook Limelight
1542,1298,259,502,1.47,1.33,1.1879815100154083,-243,0.1399999999999999,244,1,caloune,Facebook Limelight
930,0,871,999,1.33,0.0,930.0,-128,1.33,930,1,caloune,Facebook Limelight
331,0,752,999,1.5,0.0,331.0,-247,1.5,331,1,caloune,Powerful Composition
331,1057,752,141,1.5,1.5,0.31315042573320717,611,0.0,-726,0,caloune,Powerful Composition
955,502,236,607,1.45,1.5,1.902390438247012,-371,-0.050000000000000044,453,1,caloune,Powerful Composition
510,1122,604,90,1.5,1.5,0.45454545454545453,514,0.0,-612,0,caloune,Powerful Composition
0,917,999,272,0.0,1.5,0.0,727,-1.5,-917,0,caloune,Powerful Composition
898,1052,291,146,1.33,1.5,0.8536121673003803,145,-0.16999999999999993,-154,1,caloune,Powerful Composition
342,373,741,710,1.5,1.5,0.9168900804289544,31,0.0,-31,1,caloune,Powerful Composition
848,560,339,590,1.5,0.74,1.5142857142857142,-251,0.76,288,1,caloune,Powerful Composition
389,1231,1464,676,1.33,1.5,0.31600324939073926,788,-0.16999999999999993,-842,0,caloune,It’s Raining Out
694,2067,1187,39,1.33,1.5,0.33575229801644896,1148,-0.16999999999999993,-1373,0,caloune,It’s Raining Out
2246,1227,4,680,1.33,1.33,1.8304808475957621,-676,0.0,1019,1,caloune,It’s Raining Out
1892,1898,108,105,1.37,1.51,0.9968387776606955,3,-0.1399999999999999,-6,0,caloune,It’s Raining Out
1673,1444,266,483,1.5,1.5,1.1585872576177285,-217,0.0,229,1,caloune,It’s Raining Out
1273,2128,638,22,1.33,1.5,0.5982142857142857,616,-0.16999999999999993,-855,0,caloune,It’s Raining Out
1152,332,242,965,1.5,1.78,3.4698795180722892,-723,-0.28,820,0,caloune,Matching Colors
1365,1454,72,26,1.43,1.5,0.9387895460797799,46,-0.07000000000000006,-89,0,caloune,Matching Colors
1330,1208,94,192,1.0,1.33,1.1009933774834437,-98,-0.33000000000000007,122,1,caloune,Matching Colors
558,573,745,733,1.5,1.33,0.9738219895287958,12,0.16999999999999993,-15,0,caloune,Matching Colors
1471,1224,18,180,1.5,1.5,1.201797385620915,-162,0.0,247,1,caloune,Matching Colors
1180,1469,215,19,1.5,1.33,0.8032675289312458,196,0.16999999999999993,-289,0,caloune,Matching Colors
1167,0,227,999,1.5,0.0,1167.0,-772,1.5,1167,1,caloune,Matching Colors
0,491,999,806,0.0,1.5,0.0,193,-1.5,-491,0,caloune,Matching Colors
1437,0,33,999,1.5,0.0,1437.0,-966,1.5,1437,1,caloune,Matching Colors
1182,0,687,999,1.5,0.0,1182.0,-312,1.5,1182,1,caloune,Stairs
1159,1986,710,31,1.5,1.5,0.5835850956696879,679,0.0,-827,0,caloune,Stairs
1621,1714,259,177,1.33,1.5,0.9457409568261377,82,-0.16999999999999993,-93,0,caloune,Stairs
2000,898,26,968,1.54,1.5,2.2271714922048997,-942,0.040000000000000036,1102,0,caloune,Stairs
1060,1115,807,752,1.33,1.5,0.9506726457399103,55,-0.16999999999999993,-55,0,caloune,Stairs
1314,1669,556,216,1.43,1.33,0.7872977831036548,340,0.09999999999999987,-355,1,caloune,Stairs
1157,1048,712,819,1.33,1.0,1.1040076335877862,-107,0.33000000000000007,109,1,caloune,Stairs
1328,1858,542,80,0.56,1.33,0.7147470398277718,462,-0.77,-530,0,caloune,Stairs
1108,0,100,999,1.5,0.0,1108.0,-899,1.5,1108,1,caloune,Super Shots
344,1162,687,68,1.37,1.5,0.29604130808950085,619,-0.1299999999999999,-818,1,caloune,Super Shots
380,296,651,742,1.5,1.5,1.2837837837837838,-91,0.0,84,1,caloune,Super Shots
322,0,709,999,1.5,0.0,322.0,-290,1.5,322,0,caloune,Super Shots
1049,1069,147,131,1.33,1.5,0.9812909260991581,16,-0.16999999999999993,-20,1,caloune,Super Shots
1033,382,159,649,1.5,1.5,2.7041884816753927,-490,0.0,651,1,caloune,Super Shots
1176,1048,58,148,1.5,1.5,1.1221374045801527,-90,0.0,128,1,caloune,Super Shots
1025,264,166,774,1.5,1.34,3.882575757575758,-608,0.15999999999999992,761,1,caloune,Super Shots
227,1112,810,97,1.5,0.92,0.20413669064748202,713,0.58,-885,0,caloune,Super Shots
866,227,311,810,1.5,1.5,3.814977973568282,-499,0.0,639,0,caloune,Super Shots
287,142,425,561,1.33,1.33,2.0211267605633805,-136,0.0,145,1,caloune,12 Hours
438,622,275,206,1.5,1.55,0.7041800643086816,69,-0.050000000000000044,-184,0,caloune,12 Hours
370,529,342,226,1.5,1.5,0.6994328922495274,116,0.0,-159,0,caloune,12 Hours
323,1088,389,67,1.5,1.33,0.296875,322,0.16999999999999993,-765,0,caloune,12 Hours
339,355,373,357,1.5,1.5,0.9549295774647887,16,0.0,-16,1,caloune,12 Hours
1441,348,1,364,1.5,1.33,4.140804597701149,-363,0.16999999999999993,1093,0,caloune,12 Hours
461,506,255,233,1.5,1.4,0.9110671936758893,22,0.10000000000000009,-45,0,caloune,12 Hours
253,461,459,255,1.5,1.5,0.5488069414316703,204,0.0,-208,0,caloune,12 Hours
314,542,398,223,1.33,0.75,0.5793357933579336,175,0.5800000000000001,-228,0,caloune,12 Hours
314,976,398,101,1.33,1.33,0.32172131147540983,297,0.0,-662,0,caloune,12 Hours
329,2512,1612,4,1.33,1.5,0.13097133757961785,1608,-0.16999999999999993,-2183,0,caloune,Blue & Orange
1776,1822,266,225,1.47,1.5,0.9747530186608123,41,-0.030000000000000027,-46,0,caloune,Blue & Orange
944,2374,1043,14,1.5,1.33,0.3976411120471778,1029,0.16999999999999993,-1430,0,caloune,Blue & Orange
1293,2502,714,5,1.46,1.4,0.5167865707434053,709,0.06000000000000005,-1209,0,caloune,Blue & Orange
1035,2281,956,25,1.5,1.5,0.4537483559842174,931,0.0,-1246,1,caloune,Blue & Orange
1831,1563,217,461,1.5,1.89,1.1714651311580295,-244,-0.3899999999999999,268,0,caloune,Blue & Orange
1872,872,189,1114,1.5,1.5,2.146788990825688,-925,0.0,1000,1,caloune,Blue & Orange
868,1445,1117,572,1.34,1.53,0.6006920415224913,545,-0.18999999999999995,-577,1,caloune,Blue & Orange
651,1026,1328,965,1.5,1.5,0.6345029239766082,363,0.0,-375,0,caloune,Blue & Orange
0,1173,999,76,0.0,1.33,0.0,923,-1.33,-1173,0,caloune,Repeated Subjects
1240,421,42,586,1.39,1.34,2.9453681710213777,-544,0.04999999999999982,819,0,caloune,Repeated Subjects
472,1058,549,161,1.5,1.33,0.44612476370510395,388,0.16999999999999993,-586,1,caloune,Repeated Subjects
952,1217,252,52,1.43,1.33,0.7822514379622021,200,0.09999999999999987,-265,0,caloune,Repeated Subjects
359,296,646,709,1.5,1.49,1.212837837837838,-63,0.010000000000000009,63,0,caloune,Repeated Subjects
962,295,244,710,1.5,1.5,3.2610169491525425,-466,0.0,667,0,caloune,Repeated Subjects
986,318,223,687,1.5,1.5,3.10062893081761,-464,0.0,668,1,caloune,Repeated Subjects
1020,259,192,748,1.59,1.78,3.9382239382239383,-556,-0.18999999999999995,761,1,caloune,Repeated Subjects
259,906,748,292,1.78,1.6,0.2858719646799117,456,0.17999999999999994,-647,0,caloune,Repeated Subjects
197,332,810,673,1.53,1.33,0.5933734939759037,137,0.19999999999999996,-135,0,caloune,Repeated Subjects
0,280,999,458,0.0,1.5,0.0,541,-1.5,-280,0,bruno,Wonder Women
279,396,459,350,1.5,1.5,0.7045454545454546,109,0.0,-117,0,bruno,Wonder Women
371,403,369,344,1.34,1.5,0.9205955334987593,25,-0.15999999999999992,-32,0,bruno,Wonder Women
326,927,412,76,1.33,1.55,0.3516720604099245,336,-0.21999999999999997,-601,0,bruno,Wonder Women
341,1203,398,11,1.51,1.49,0.28345802161263506,387,0.020000000000000018,-862,0,bruno,Wonder Women
241,295,497,443,1.5,1.5,0.8169491525423729,54,0.0,-54,0,bruno,Wonder Women
975,239,53,499,1.12,1.61,4.079497907949791,-446,-0.49,736,1,bruno,Wonder Women
88,533,700,301,0.75,1.44,0.1651031894934334,399,-0.69,-445,0,bruno,Home Sweet Home
103,476,688,330,0.75,1.17,0.21638655462184875,358,-0.41999999999999993,-373,0,bruno,Home Sweet Home
417,391,380,405,1.5,1.78,1.0664961636828645,-25,-0.28,26,1,bruno,Home Sweet Home
332,870,462,80,1.33,1.5,0.3816091954022989,382,-0.16999999999999993,-538,0,bruno,Home Sweet Home
461,314,342,480,1.64,1.5,1.4681528662420382,-138,0.1399999999999999,147,1,bruno,Home Sweet Home
371,317,423,477,1.5,1.5,1.1703470031545742,-54,0.0,54,1,bruno,Home Sweet Home
441,313,358,481,0.45,1.5,1.4089456869009584,-123,-1.05,128,1,bruno,Home Sweet Home
175,311,619,483,1.5,1.0,0.5627009646302251,136,0.5,-136,0,bruno,Home Sweet Home
46,262,454,243,2.17,1.0,0.17557251908396945,211,1.17,-216,0,bruno,My Alternative Camera
200,263,305,242,1.33,1.33,0.7604562737642585,63,0.0,-63,0,bruno,My Alternative Camera
253,248,252,257,1.28,1.5,1.0201612903225807,-5,-0.21999999999999997,5,1,bruno,My Alternative Camera
246,248,259,257,1.0,1.51,0.9919354838709677,2,-0.51,-2,0,bruno,My Alternative Camera
292,367,213,161,1.5,1.37,0.7956403269754768,52,0.1299999999999999,-75,0,bruno,My Alternative Camera
115,341,393,171,1.51,1.55,0.33724340175953077,222,-0.040000000000000036,-226,0,bruno,My Alternative Camera
237,234,268,271,1.33,1.4,1.0128205128205128,-3,-0.06999999999999984,3,1,bruno,My Alternative Camera
162,233,346,272,1.33,1.33,0.6952789699570815,74,0.0,-71,0,bruno,My Alternative Camera
0,308,999,406,0.0,1.33,0.0,593,-1.33,-308,0,bruno,Your Country
0,276,999,438,0.0,1.51,0.0,561,-1.51,-276,0,bruno,Your Country
360,381,357,339,1.33,1.33,0.9448818897637795,18,0.0,-21,0,bruno,Your Country
371,399,347,328,1.5,1.33,0.9298245614035088,19,0.16999999999999993,-28,0,bruno,Your Country
284,292,430,422,1.71,1.58,0.9726027397260274,8,0.1299999999999999,-8,0,bruno,Your Country
393,251,331,463,1.5,1.5,1.5657370517928286,-132,0.0,142,1,bruno,Your Country
532,318,288,396,1.33,1.5,1.6729559748427674,-108,-0.16999999999999993,214,1,bruno,Your Country
244,240,470,474,1.33,1.5,1.0166666666666666,-4,-0.16999999999999993,4,1,bruno,Your Country
223,375,491,343,1.33,1.5,0.5946666666666667,148,-0.16999999999999993,-152,0,bruno,Your Country
2645,727,63,1525,1.5,0.75,3.638239339752407,-1462,0.75,1918,1,bruno,Photo of the Week!
2210,2393,345,195,1.33,1.5,0.9235269536147096,150,-0.16999999999999993,-183,0,bruno,Photo of the Week!
2336,2164,241,383,1.5,1.78,1.0794824399260627,-142,-0.28,172,1,bruno,Photo of the Week!
2379,2012,208,517,1.33,1.33,1.1824055666003976,-309,0.0,367,1,bruno,Photo of the Week!
1500,2555,979,91,1.5,1.5,0.5870841487279843,888,0.0,-1055,0,bruno,Photo of the Week!
1671,1736,836,774,1.33,1.5,0.9625576036866359,62,-0.16999999999999993,-65,1,bruno,Photo of the Week!
2917,2494,11,131,1.5,1.33,1.169607056936648,-120,0.16999999999999993,423,1,bruno,Photo of the Week!
0,406,999,530,0.0,1.5,0.0,469,-1.5,-406,0,bruno,Facebook Limelight
393,499,543,447,1.5,1.18,0.7875751503006012,96,0.32000000000000006,-106,0,bruno,Facebook Limelight
316,307,620,630,1.5,2.16,1.0293159609120521,-10,-0.6600000000000001,9,1,bruno,Facebook Limelight
292,413,645,523,1.28,1.5,0.7070217917675545,122,-0.21999999999999997,-121,0,bruno,Facebook Limelight
428,445,508,491,1.33,1.51,0.9617977528089887,17,-0.17999999999999994,-17,0,bruno,Facebook Limelight
456,284,481,653,1.5,1.5,1.6056338028169015,-172,0.0,172,1,bruno,Facebook Limelight
273,879,664,91,1.33,1.5,0.310580204778157,573,-0.16999999999999993,-606,0,bruno,Facebook Limelight
0,438,999,498,0.0,1.5,0.0,501,-1.5,-438,0,bruno,Facebook Limelight
0,374,999,562,0.0,3.0,0.0,437,-3.0,-374,0,bruno,Facebook Limelight
0,1737,999,102,0.0,1.5,0.0,897,-1.5,-1737,0,bruno,Street Photography
1825,0,44,999,1.5,0.0,1825.0,-955,1.5,1825,1,bruno,Street Photography
1284,0,531,999,1.5,0.0,1284.0,-468,1.5,1284,1,bruno,Street Photography
1332,0,483,999,1.33,0.0,1332.0,-516,1.33,1332,1,bruno,Street Photography
0,1175,999,640,0.0,1.5,0.0,359,-1.5,-1175,0,bruno,Street Photography
0,1332,999,483,0.0,1.33,0.0,516,-1.33,-1332,0,bruno,Street Photography
1361,0,454,999,1.41,0.0,1361.0,-545,1.41,1361,1,bruno,Street Photography
185,41,115,259,1.5,1.33,4.512195121951219,-144,0.16999999999999993,144,0,bruno,Movement
84,222,216,78,1.33,1.39,0.3783783783783784,138,-0.05999999999999983,-138,0,bruno,Movement
117,215,183,85,1.5,1.5,0.5441860465116279,98,0.0,-98,0,bruno,Movement
80,199,220,101,1.5,1.5,0.4020100502512563,119,0.0,-119,1,bruno,Movement
185,197,115,103,1.5,1.0,0.9390862944162437,12,0.5,-12,0,bruno,Movement
99,219,201,81,1.43,2.25,0.4520547945205479,120,-0.8200000000000001,-120,0,bruno,Movement
213,178,87,122,1.41,1.5,1.196629213483146,-35,-0.09000000000000008,35,1,bruno,Movement
237,588,575,363,1.29,0.9,0.4030612244897959,212,0.39,-351,1,bruno,Demo Challenge 1
526,647,21,113,2.116,0.865,0.8129829984544049,-92,1.2510000000000001,-121,0,bruno,Demo Challenge 2
169,131,351,506,2.332,1.365,1.2900763358778626,-155,0.9669999999999999,38,1,bruno,Demo Challenge 3
64,241,455,445,0.747,0.711,0.26556016597510373,10,0.03600000000000003,-177,0,bruno,Demo Challenge 4
397,243,502,490,1.273,1.891,1.6337448559670782,12,-0.6180000000000001,154,1,bruno,Demo Challenge 5
130,524,564,419,1.979,2.061,0.2480916030534351,145,-0.08199999999999985,-394,1,bruno,Demo Challenge 1
305,706,255,505,1.721,1.871,0.43201133144475923,-250,-0.1499999999999999,-401,1,bruno,Demo Challenge 2
556,313,458,215,1.818,2.075,1.7763578274760383,243,-0.2570000000000001,243,0,bruno,Demo Challenge 3
74,714,263,447,1.505,2.224,0.10364145658263306,-184,-0.7190000000000003,-640,0,bruno,Demo Challenge 4
231,626,376,35,2.464,2.061,0.36900958466453676,341,0.403,-395,0,bruno,Demo Challenge 5
117,775,287,10,0.746,0.78,0.15096774193548387,277,-0.03400000000000003,-658,0,bruno,Demo Challenge 1
702,557,457,549,1.263,1.303,1.26032315978456,-92,-0.040000000000000036,145,0,bruno,Demo Challenge 2
381,793,551,369,0.942,2.271,0.48045397225725095,182,-1.329,-412,0,bruno,Demo Challenge 3
164,115,239,432,0.699,1.166,1.4260869565217391,-193,-0.46699999999999997,49,1,bruno,Demo Challenge 4
647,452,380,237,1.837,0.866,1.4314159292035398,143,0.971,195,0,bruno,Demo Challenge 5
229,698,445,582,0.619,0.774,0.32808022922636104,-137,-0.15500000000000003,-469,0,bruno,Demo Challenge 1
467,386,478,411,0.673,2.14,1.2098445595854923,67,-1.467,81,1,bruno,Demo Challenge 2
639,738,1,453,2.372,1.006,0.8658536585365854,-452,1.3659999999999999,-99,1,bruno,Demo Challenge 3
497,580,319,94,0.562,0.919,0.8568965517241379,225,-0.357,-83,0,bruno,Demo Challenge 4
362,788,361,36,2.294,0.927,0.4593908629441624,325,1.367,-426,0,bruno,Demo Challenge 5
230,688,165,369,1.695,1.414,0.33430232558139533,-204,0.28100000000000014,-458,1,bruno,Demo Challenge 1
456,77,283,338,2.151,0.995,5.922077922077922,-55,1.1559999999999997,379,1,bruno,Demo Challenge 2
411,612,132,245,2.237,0.941,0.6715686274509803,-113,1.2960000000000003,-201,1,bruno,Demo Challenge 3
